Date,V1,,,,
2019-10-17,1095.38,1096.38,1087.74,1090.67,1694741359
2019-10-18,1091.65,1094.74,1083.01,1089.28,1800010170
2019-10-21,1088.23,1089.41,1079.8,1081.38,1319497060
2019-10-22,1084.66,1090.19,1084.06,1089.35,1032870018
2019-10-23,,,,1089.35,
2019-10-24,1093.33,1094.66,1080.29,1083.43,1530286118
2019-10-25,1083.17,1085.02,1065.08,1066.34,1602120683
2019-10-28,1066.17,1073.49,1057.94,1070.68,1194271507
2019-10-29,1074.5,1077.29,1064.36,1066.48,1169862514
2019-10-30,1069.02,1075.91,1064.61,1075.91,1450865867
2019-10-31,1079.82,1081.76,1072.74,1073.26,1365542794
2019-11-01,1072.65,1075.43,1065.93,1068.71,974804567
2019-11-04,1076.72,1095.29,1075.76,1092.58,1215513111
2019-11-05,1097.78,1098.66,1089.13,1096.79,1297730152
2019-11-06,1096.32,1099.82,1091.5,1093.5,1412233343
2019-11-07,1092.68,1106.64,1089.14,1106.15,1424536721
2019-11-08,1105.85,1107.13,1100.39,1103.55,1355488191
2019-11-11,1098.91,1100.6,1089.82,1092.69,1530584311
2019-11-12,1095.28,1101.81,1092.64,1095.68,989873336
2019-11-13,1091.9,1097.07,1084.58,1088.37,908404542
2019-11-14,1089.47,1092.62,1081.89,1085.44,1036093139
2019-11-15,1088.21,1089.77,1076.17,1081.78,1672737404
2019-11-18,1084.34,1088.15,1077.73,1085.81,1278710653
2019-11-19,1083.42,1086.89,1078.58,1084.27,1350690398
2019-11-20,1077.33,1080.51,1074.2,1075.77,1619449468
2019-11-21,1074.03,1075.35,1066.41,1073.1,1780729085
2019-11-22,1075.47,1079.03,1071.86,1077.51,1354481854
2019-11-25,1081.87,1089.67,1079.97,1089.67,1728320444
2019-11-26,1092.29,1094.05,1082.99,1083.7,3012185460
2019-11-27,1085.52,1087.82,1081.31,1084.13,2013792409
2019-11-28,1083.92,1085.02,1074.97,1077.3,1621440899
2019-11-29,1073.66,1073.93,1062.23,1070.23,1583901648
2019-12-02,1068.96,1069.6,1051.89,1054.88,1140868630
2019-12-03,1049.45,1058.44,1048.25,1054.28,1350058605
2019-12-04,1049.74,1056.88,1045.39,1053.4,1650870020
2019-12-05,,,,1053.4,
2019-12-06,1057.54,1061.04,1047.89,1048.76,1143110936
2019-12-09,1049.48,1049.56,1041.28,1047.02,1285768863
2019-12-10,,,,1047.02,
2019-12-11,1049.2,1052.84,1043.54,1048.85,1552522018
2019-12-12,1054.2,1062.31,1051.95,1057.87,1585319879
2019-12-13,1069.18,1072.76,1062.63,1066.63,1604353788
2019-12-16,1065.46,1066.21,1048.08,1048.08,962409477
2019-12-17,1049.57,1054.45,1043.16,1049.84,1428521238
2019-12-18,1055.62,1064.39,1054.99,1062.62,1376585955
2019-12-19,1057.78,1071.73,1052.51,1068.39,2767395071
2019-12-20,1067.09,1076.03,1067.09,1073.31,1490581238
2019-12-23,1057.78,1071.73,1052.51,1068.39,2767395071
2019-12-24,1070.38,1071.83,1063.74,1065.23,1268149561
2019-12-25,1062.79,1069.6,1061.32,1067.99,591668674
2019-12-26,1070.38,1071.83,1063.74,1065.23,1268149561
2019-12-27,1074.67,1077.51,1059.21,1068.72,1028479328
2019-12-30,1070.38,1071.83,1063.74,1065.23,1268149561
2019-12-31,,,,1065.23,
2020-01-02,1072.36,1083.41,1071.16,1081,
2020-01-03,1070.38,1071.83,1063.74,1065.23,1268149561
2020-01-06,1070.38,1071.83,1063.74,1065.23,1268149561
2020-01-07,1070.38,1071.83,1063.74,1065.23,1268149561
2020-01-08,1070.38,1071.83,1063.74,1065.23,1268149561
2020-01-09,1070.38,1071.83,1063.74,1065.23,1268149561
2020-01-10,1070.38,1071.83,1063.74,1065.23,1268149561
2020-01-13,1070.38,1071.83,1063.74,1065.23,1268149561
2020-01-14,1070.38,1071.83,1063.74,1065.23,1268149561
2020-01-15,1070.38,1071.83,1063.74,1065.23,1268149561
2020-01-16,1068.58,1080.94,1067.44,1078.87,1333941753
2020-01-17,1070.38,1071.83,1063.74,1065.23,1268149561
2020-01-20,1070.38,1071.83,1063.74,1065.23,1268149561
2020-01-21,1070.38,1071.83,1063.74,1065.23,1268149561
2020-01-22,1066.02,1066.97,1056.99,1063.33,1829071239
2020-01-23,1060.05,1066.01,1056.94,1062.84,1386813864
2020-02-03,1013.1,1018.89,1005.59,1005.79,1078721952
2020-02-04,1013.1,1018.89,1005.59,1005.79,1078721952
2020-02-05,1013.1,1018.89,1005.59,1005.79,1078721952
2020-02-06,1013.1,1018.89,1005.59,1005.79,1078721952
2020-02-07,1013.1,1018.89,1005.59,1005.79,1078721952
2020-02-10,,,,1005.79,
2020-02-11,1013.1,1018.89,1005.59,1005.79,1078721952
2020-02-12,1013.1,1018.89,1005.59,1005.79,1078721952
2020-02-13,1013.1,1018.89,1005.59,1005.79,1078721952
2020-02-14,1013.1,1018.89,1005.59,1005.79,1078721952
2020-02-17,1013.1,1018.89,1005.59,1005.79,1078721952
2020-02-18,1013.1,1018.89,1005.59,1005.79,1078721952
2020-02-19,1013.1,1018.89,1005.59,1005.79,1078721952
2020-02-20,1013.1,1018.89,1005.59,1005.79,1078721952
2020-02-21,990.51,1003.66,989.65,1003.51,1453731868
2020-02-24,1013.1,1018.89,1005.59,1005.79,1078721952
2020-02-25,1013.1,1018.89,1005.59,1005.79,1078721952
2020-02-26,1013.1,1018.89,1005.59,1005.79,1078721952
2020-02-27,1013.1,1018.89,1005.59,1005.79,1078721952
2020-02-28,1013.1,1018.89,1005.59,1005.79,1078721952
2020-03-02,1013.1,1018.89,1005.59,1005.79,1078721952
2020-03-03,1013.1,1018.89,1005.59,1005.79,1078721952
2020-03-04,1013.1,1018.89,1005.59,1005.79,1078721952
2020-03-05,1013.1,1018.89,1005.59,1005.79,1078721952
2020-03-06,1013.1,1018.89,1005.59,1005.79,1078721952
2020-03-09,839.28,864.17,823.11,827.85,3044513995
2020-03-10,833.45,852.25,830.31,839.52,2202257446
2020-03-11,836.9,848.23,812,822.99,1906695976
2020-03-12,769.29,772.45,712.65,726.73,3312175376
2020-03-13,653.63,777.49,628.97,749.01,4273643133
2020-03-16,707.26,732.79,687.01,689.47,2478373177
2020-03-17,690.68,710.79,683.16,683.16,2359681243
2020-03-18,697.38,715.32,675.79,693.14,2125501718
2020-03-19,670.64,697.29,665.27,691.99,2291022632
2020-03-20,718.02,761.08,710.41,756.11,3225459154
2020-03-23,693.19,711.63,679.35,680.07,2147823078
2020-03-24,712.99,715.76,681.94,691.15,2300684574
2020-03-25,715.2,745.13,704.52,728.53,2427822140
2020-03-26,724.06,746.55,721.66,737.58,2238458022
2020-03-27,753.99,761.24,732.02,740.05,2268558112
2020-03-30,730.57,736.34,719.39,729.91,1301887825
2020-03-31,747.15,758.79,741.68,756.91,2123058372
2020-04-01,749.55,761.18,740.29,740.46,2006334444
2020-04-02,747.35,772.59,741.04,767.79,4063877092
2020-04-03,777.96,782.72,760.3,766.67,3782858982
2020-04-07,747.35,772.59,741.04,767.79,4063877092
2020-04-08,814.38,823.28,805.74,815.05,2490027710
2020-04-09,825.3,842.1,809.88,816.47,2680251090
2020-04-10,812.42,829.13,811.16,829,1955066965
2020-04-13,828.97,833.98,821.75,833.16,1671761544
2020-04-14,844.94,854.07,834.11,845.32,2503702665
2020-04-15,841.46,847.45,827.05,828.38,1952588800
2020-04-16,820.44,824.95,801.61,801.61,1886326664
2020-04-17,825.35,834.33,816.02,833.49,1578288615
2020-04-20,835.76,862.09,831.68,855.45,1823981691
2020-04-21,839.55,850.3,835.93,842.65,1745461861
2020-04-22,836.19,850.03,825.29,848.81,1930264799
2020-04-23,851.45,859.57,845.89,854.09,1714221558
2020-04-24,855.05,858.73,839.61,842.03,1564866720
2020-04-27,851.34,852.74,841.74,848.4,1032265957
2020-04-28,848.62,861.27,843.27,854.34,1650469601
2020-04-29,860.22,863.25,853.8,857.63,1181054797
2020-04-30,870.04,873.56,865.34,873.56,2174793917
2020-05-06,,,,856.57,
2020-05-07,852.75,855.67,838.04,842.56,1678996823
2020-05-08,848.77,852.58,840.92,848.27,1229275828
2020-05-11,857.08,869.8,856.32,864.32,1796095169
2020-05-12,862.68,875.14,860.78,872.6,1730613044
2020-05-13,870.05,874.65,864.38,867.36,1895638157
2020-05-14,860.67,863.81,852.78,856.11,1298423904
2020-05-15,860.48,862.07,853.52,854.57,1251116918
2020-05-18,870.05,874.65,864.38,867.36,1895638157
2020-05-19,876.86,882.78,872.28,875.44,2527410960
2020-05-20,870.05,874.65,864.38,867.36,1895638157
2020-05-21,870.05,874.65,864.38,867.36,1895638157
2020-05-22,872.31,873.76,855.96,867.81,2134321350
2020-05-25,870.15,880.52,865.73,878.06,1960773432
2020-05-26,889.03,896.78,885.98,888.53,2367172691
2020-05-27,889.6,895.66,882.17,895.13,2970480717
2020-05-28,903.39,904.63,888.84,888.84,2545289646
2020-05-29,886.46,896.1,879.17,896.01,3768806184
2020-06-01,,,,896.01,
